Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_1983,Women's Embroidered Gharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1752.jpg,Women's Embroidered Gharara Suit,Adults,M,Georgette Blend,High-Range,Complete set,"Smooth fabric, Intricate Embroidery",Female,Maroon/Fuchsia with Gold,Full sleeves,"wedding, festive, party, formal","hourglass, pear, rectangle, inverted triangle, apple","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1984,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1753.jpg,Embellished Kaftan Dress,Adults,L,Chiffon,Mid-Range,Dress,"Smooth, Flowy, Beaded, Embroidered",Female,Red,Full sleeves (Batwing style),"Party, Festive, Wedding, Special Occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1985,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1754.jpg,Women's Kaftan Dress,Adults,Free size,Chiffon,Mid-Range,Full-length dress,"Smooth fabric, Heavy embroidery, Beaded",Female,Purple,"Bell sleeves, Full length","Party, Wedding, Festive, Formal, Special occasions","apple, pear, rectangle, inverted triangle, hourglass","oval, round, square, heart, rectangular","dark, tan, olive, fair, light","neutral, cool, warm"
APRL_1986,Women's Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1755.jpg,Women's Kaftan Gown,Adults,Free size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Beading",Female,"Purple, Gold",Flared sleeves,"Party, Wedding, Formal, Festive, Cultural events","hourglass, pear, apple, rectangle","oval, round, square, heart","fair, light, tan, olive","cool, neutral, warm"
APRL_1987,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1756.jpg,Abaya,Adults,L,Crepe,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"Mauve, Black","Bell sleeves, Full sleeves","casual, religious, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, heart","fair, light, tan, olive, dark","cool, neutral"
APRL_1988,Men's Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1757.jpg,Men's Kurta,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Geometric foil print",Male,"Black, Silver",Full sleeves,"casual, party, wedding, formal, seasonal, festival","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1989,Women's Kaftan Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1758.jpg,Women's Kaftan Abaya Dress,Adults,Free Size,Crepe,Mid-Range,Dress,"Smooth fabric, flowing drape",Female,Black,"Long, Balloon sleeves","casual, formal, party, religious events","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1990,Women's Floral Print Anarkali Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1759.jpg,Women's Floral Print Anarkali Kurta Set,Adults,M,Satin Blend,Mid-Range,Top wear,"Smooth fabric, Shiny, Floral print, Embellished neckline",Female,"Yellow, Multi-color floral print",Three-quarter sleeves,"festive, party, wedding, casual, seasonal","pear, rectangle, apple, hourglass, inverted triangle","oval, round, square, heart","tan, olive, fair, light","warm, neutral"
APRL_1991,Embellished Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1760.jpg,Embellished Anarkali Gown,Adults,Standard,Georgette Blend,High-Range,Full-length dress,"Smooth fabric, Sequin/Mirror Embellishment",Female,Magenta,"Full sleeves, Bell sleeves","Party, Wedding, Festive, Engagement, Formal events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, heart, diamond","tan, olive, dark, fair","cool, neutral, warm"
APRL_1992,Embroidered Gharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1761.jpg,Embroidered Gharara Suit,Adults,Standard,Georgette,Mid-Range,Full Suit,"Embroidered, Sheer, Flowy",Female,Lavender,Full sleeves,"festive, party, wedding, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1993,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1762.jpg,Embellished Kaftan Dress,Adults,Free size,Chiffon,Mid-Range,Dress,"Smooth fabric, Embellished",Female,Red,Full sleeves,"casual, party, wedding, festive","apple, rectangle, inverted triangle, pear","oval, round, square","dark, tan, olive, fair, light","warm, neutral"
APRL_1994,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1763.jpg,Embroidered Kaftan Dress,Adults,Free size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Gold embroidery",Female,Teal Blue,Full sleeves,"casual, party, festive, resort wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1995,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1764.jpg,Embroidered Kaftan Dress,Adults,L,Synthetic Blend,Mid-High Range,Full-length dress,"Smooth fabric, Intricate Zari Embroidery",Female,"Royal Blue, Gold",Full sleeves,"Party, Wedding, Festive, Formal, Traditional events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1996,Embroidered Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1765.jpg,Embroidered Abaya,Adults,L,Georgette Blend,Mid-Range,Full-length garment,"Smooth fabric, intricate floral embroidery",Female,Maroon,"Full sleeves, Flared sleeves","casual, party, wedding, formal, religious, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1997,Men's Kurta Pyjama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1766.jpg,Men's Kurta Pyjama Set,Adults,L,Silk Blend,Mid-Range,"Top wear, Bottom wear","Textured fabric, Smooth fabric",Male,"Navy, Off-white",Full sleeves,"casual, party, wedding, festive, formal","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1998,Embroidered Tassel Detail Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1767.jpg,Embroidered Tassel Detail Maxi Dress,Adults,One Size,Rayon Blend,Mid-Range,Dress,"Soft fabric, Embroidery, Tassels",Female,Periwinkle Blue,Full sleeves,"casual, resort wear, holiday, everyday wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive","cool, neutral"
APRL_1999,Women's Floral Printed Anarkali Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1768.jpg,Women's Floral Printed Anarkali Kurta Set,Adults,N/A,Silk Blend,Mid-Range,,"Smooth fabric, Floral print, Embellished waistline, Lace trim",Female,"White, Pink, Red, Green, Orange, Purple",3/4 sleeves,"casual, party, festive, wedding, formal","hourglass, pear, apple, rectangle","oval, round, heart, diamond","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_2000,Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1769.jpg,Anarkali Gown,Adults,Medium,"Faux Georgette, Embroidery, Sequence Work",Mid-Range,Gown,"Smooth fabric, Intricate Embroidery, Sequence Work",Female,"Dark Green, Lime Green, Gold",Full sleeves,"party, wedding, festival, formal, traditional","hourglass, pear, rectangle, inverted triangle","oval, round, heart, rectangular","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_2001,Orange Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1771.jpg,Orange Embroidered Kaftan Dress,Adults,Free Size,Chiffon,Mid-Range,Dress,"Flowy fabric, Beaded, Embroidered, Sheer sleeves",Female,Orange,"Batwing sleeves, Full sleeves","party, evening, formal, wedding guest, festive, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, heart, diamond, rectangular","ebony, dark, tan, olive","warm, neutral"
APRL_2002,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1772.jpg,Embroidered Kaftan Gown,Adults,L,Georgette,Mid-Range,Full dress,"Smooth fabric, Intricate embroidery, Beaded",Female,"Yellow, Maroon, Gold",Full sleeves,"Wedding, Party, Festive, Special Occasion, Formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_2003,Women's Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1773.jpg,Women's Abaya Dress,Adults,L,"Crepe Fabric, Polyester Blend",Mid-Range,Full-length dress,"Smooth fabric, Embroidery on bodice and sleeves",Female,"Maroon, Burgundy","Full sleeves, Bell sleeves","casual, party, festive, religious, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2004,Embroidered Abaya / Long Kimono Robe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1774.jpg,Embroidered Abaya / Long Kimono Robe,Adults,Free Size,Polyester Blend,Mid-Range,Full-length outerwear,"Smooth fabric, Textured embroidery",Female,"Navy Blue, Multi-color embroidery, Yellow trim","Long sleeves, Wide sleeves","casual, party, festive, formal, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2005,Men's Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1775.jpg,Men's Printed Kurta Set,Adults,M,Cotton Blend,Mid-Range,Kurta Set,"Smooth fabric, Geometric print",Male,White,Full sleeves,"casual, festive, wedding, party, formal","rectangle, inverted triangle, apple, pear","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2006,Embroidered Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1776.jpg,Embroidered Abaya Dress,Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery",Female,"Navy Blue, Gold embroidery","Full sleeves, Flared cuffs","Formal, Party, Special Occasion, Wedding, Eid","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2007,Women's Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1777.jpg,Women's Kurta Set with Dupatta,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Printed, Embroidered",Female,"Light Pink (Kurta), Cream (Bottom), Multi-color (Dupatta)",3/4 sleeves,"casual, festive, party, ethnic wear","hourglass, pear, rectangle, inverted triangle, apple","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_2008,Embroidered Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1778.jpg,Embroidered Anarkali Gown,Adults,"S,M,L,XL",Georgette,Mid-Range,Gown,"Smooth, Sequin embroidery",Female,Mauve,Full sleeves,"party, wedding, formal, festive, engagement","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2009,Women's Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1780.jpg,Women's Embroidered Kaftan Gown,Adults,L,"Chiffon Blend, Gold Embroidery",Mid-Range,Full garment,"Smooth, Flowy, Embellished, Embroidered",Female,"Hot Pink, Gold","Long, Batwing sleeves","party, wedding, festive, evening, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_2010,Abaya with Belt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1781.jpg,Abaya with Belt,Adult,L,Velvet Blend,Mid-Range,Modest Dress,"Embossed pattern, Smooth fabric, Intricate embroidery, Beading",Female,"Navy Blue, Light Blue","Full sleeves, Flared cuffs","Formal, Party, Wedding, Religious events, Evening wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_2011,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1783.jpg,Embroidered Kaftan Dress,Adults,Free Size,Chiffon/Georgette,Mid-Range,Dress,"Sheer fabric, Flowing, Intricate gold embroidery",Female,"Red, Gold",Batwing sleeves,"casual, party, wedding, formal, seasonal, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2012,Men's Kurta with Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1784.jpg,Men's Kurta with Pajama Set,Adults,M,Cotton Blend,Mid-Range,Top wear and Bottom wear,"Smooth fabric, Embroidered/Printed pattern",Male,"Pink, Off-white",Full sleeves,"casual, party, wedding, festive, formal, seasonal","rectangle, inverted triangle, apple, pear","oval, round, square","tan, olive, fair, light","warm, neutral"
APRL_2013,Red Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1785.jpg,Red Kaftan Dress,Adults,Free size,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Printed, Embellished, Flowy",Female,"Red, White","Long sleeves, Kaftan sleeves","casual, party, festive, formal, wedding, cultural","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
APRL_2014,Women's Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1786.jpg,Women's Printed Kurta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Printed, Embroidered neckline",Female,"White, Blue, Sky Blue",3/4 sleeves,"casual, festive, party, daily wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_2015,Embroidered Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1787.jpg,Embroidered Anarkali Gown,Adults,L,Georgette,Mid-Range,Gown,"Smooth fabric, Embroidery, Sequins",Female,Teal Green,Full sleeves,"party, wedding, festive, formal","hourglass, pear, rectangle, inverted triangle, apple","oval, round, heart","tan, olive, fair, light","cool, neutral"
APRL_2016,Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1789.jpg,Kaftan,Adults,L,Chiffon,Mid-Range,Full Length Dress,"Smooth fabric, Embroidery",Female,White,"Full length, Batwing sleeves","party, wedding, formal, festive, special occasion","rectangle, apple, pear, hourglass, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2017,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1791.jpg,Embellished Kaftan Dress,Adults,Free Size,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Beaded embellishments",Female,"Off-white, Multi-color beads","Batwing sleeves, Full sleeves","casual, party, festive, resort wear, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_2018,Men's Kurta Pajama Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1792.jpg,Men's Kurta Pajama Set,Adults,L,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Textured, Smooth",Male,"Light Yellow, Cream",Full sleeves,"casual, festive, semi-formal, wedding, religious ceremony","rectangle, inverted triangle, apple, pear","oval, round, square, heart","fair, light, tan, olive","warm, neutral"
